,composition,elements,label,for_test
mp-754764,"{'Fe': 4.0, 'O': 4.0, 'F': 4.0}","('F', 'Fe', 'O')",OTHERS,False
mp-555580,"{'Sr': 1.0, 'Zr': 4.0, 'P': 6.0, 'O': 24.0}","('O', 'P', 'Sr', 'Zr')",OTHERS,False
mp-757526,"{'Li': 4.0, 'V': 3.0, 'Co': 3.0, 'W': 2.0, 'O': 16.0}","('Co', 'Li', 'O', 'V', 'W')",OTHERS,False
mp-1220034,"{'P': 2.0, 'H': 2.0, 'Pb': 2.0, 'O': 8.0}","('H', 'O', 'P', 'Pb')",OTHERS,False
mp-29514,"{'H': 4.0, 'F': 16.0, 'P': 4.0}","('F', 'H', 'P')",OTHERS,False
mp-1187049,"{'Th': 3.0, 'Pb': 1.0}","('Pb', 'Th')",OTHERS,False
mp-676121,"{'Ag': 6.0, 'S': 2.0, 'I': 2.0}","('Ag', 'I', 'S')",OTHERS,False
mvc-2200,"{'Ca': 2.0, 'Mn': 2.0, 'P': 8.0, 'O': 24.0}","('Ca', 'Mn', 'O', 'P')",OTHERS,False
mp-1213873,"{'Ce': 10.0, 'Sn': 6.0, 'Au': 2.0}","('Au', 'Ce', 'Sn')",OTHERS,False
mp-1076602,"{'Sr': 3.0, 'Ca': 5.0, 'Fe': 4.0, 'Co': 4.0, 'O': 24.0}","('Ca', 'Co', 'Fe', 'O', 'Sr')",OTHERS,False
mp-764645,"{'Li': 6.0, 'Mn': 2.0, 'F': 14.0}","('F', 'Li', 'Mn')",OTHERS,False
mp-1193618,"{'Rb': 8.0, 'Sn': 2.0, 'S': 8.0, 'O': 8.0}","('O', 'Rb', 'S', 'Sn')",OTHERS,False
mp-1203867,"{'Ce': 4.0, 'Co': 20.0, 'P': 12.0}","('Ce', 'Co', 'P')",OTHERS,False
mp-1213449,"{'K': 8.0, 'Te': 4.0, 'Mo': 12.0, 'O': 60.0}","('K', 'Mo', 'O', 'Te')",OTHERS,False
mp-17954,"{'S': 12.0, 'Cu': 6.0, 'Sn': 3.0, 'Ba': 3.0}","('Ba', 'Cu', 'S', 'Sn')",OTHERS,False
mp-1211351,"{'La': 6.0, 'Be': 2.0, 'Al': 2.0, 'S': 14.0}","('Al', 'Be', 'La', 'S')",OTHERS,False
mp-1181590,"{'Mg': 2.0, 'I': 4.0, 'O': 32.0}","('I', 'Mg', 'O')",OTHERS,False
mp-1101836,"{'Gd': 2.0, 'H': 4.0, 'Cl': 2.0, 'O': 4.0}","('Cl', 'Gd', 'H', 'O')",OTHERS,False
mp-778822,"{'Mn': 4.0, 'S': 6.0, 'O': 24.0}","('Mn', 'O', 'S')",OTHERS,False
mp-557311,"{'Sr': 16.0, 'Ge': 8.0, 'O': 32.0}","('Ge', 'O', 'Sr')",OTHERS,False
mp-851030,"{'Li': 8.0, 'Fe': 4.0, 'P': 4.0, 'H': 4.0, 'O': 20.0}","('Fe', 'H', 'Li', 'O', 'P')",OTHERS,False
mp-18685,"{'S': 12.0, 'Cu': 6.0, 'Ge': 3.0, 'Sr': 3.0}","('Cu', 'Ge', 'S', 'Sr')",OTHERS,False
mvc-13442,"{'Cu': 4.0, 'S': 2.0}","('Cu', 'S')",OTHERS,False
mp-1196732,"{'Rb': 12.0, 'H': 24.0, 'I': 36.0, 'O': 108.0}","('H', 'I', 'O', 'Rb')",OTHERS,False
mp-776293,"{'Na': 8.0, 'Sb': 4.0, 'C': 8.0, 'S': 2.0, 'O': 32.0}","('C', 'Na', 'O', 'S', 'Sb')",OTHERS,False
mp-558546,"{'K': 6.0, 'S': 6.0, 'O': 18.0}","('K', 'O', 'S')",OTHERS,False
mp-1199891,"{'K': 8.0, 'P': 4.0, 'H': 16.0, 'S': 12.0, 'O': 8.0}","('H', 'K', 'O', 'P', 'S')",OTHERS,False
mp-556776,"{'Sr': 4.0, 'P': 8.0, 'O': 24.0}","('O', 'P', 'Sr')",OTHERS,False
mp-1114561,"{'Rb': 2.0, 'Li': 1.0, 'Bi': 1.0, 'Br': 6.0}","('Bi', 'Br', 'Li', 'Rb')",OTHERS,False
mp-1193946,"{'Mn': 4.0, 'Nb': 8.0, 'S': 16.0}","('Mn', 'Nb', 'S')",OTHERS,False
mp-1232043,"{'La': 8.0, 'Mg': 4.0, 'Se': 16.0}","('La', 'Mg', 'Se')",OTHERS,False
mp-1097457,"{'Sr': 2.0, 'Li': 1.0, 'Al': 1.0}","('Al', 'Li', 'Sr')",OTHERS,False
mp-570756,"{'Cs': 3.0, 'Li': 2.0, 'Cl': 5.0}","('Cl', 'Cs', 'Li')",OTHERS,False
mp-1080857,"{'Ce': 16.0, 'Se': 32.0}","('Ce', 'Se')",OTHERS,False
mp-707788,"{'Na': 4.0, 'Ca': 4.0, 'B': 20.0, 'H': 40.0, 'O': 56.0}","('B', 'Ca', 'H', 'Na', 'O')",OTHERS,False
mp-1215942,"{'Y': 1.0, 'Sc': 1.0, 'Fe': 4.0}","('Fe', 'Sc', 'Y')",OTHERS,False
mp-1225255,"{'Gd': 2.0, 'Co': 1.0, 'Ni': 3.0}","('Co', 'Gd', 'Ni')",OTHERS,False
mp-1192708,"{'U': 8.0, 'Co': 1.0, 'S': 17.0}","('Co', 'S', 'U')",OTHERS,False
mp-1186284,"{'Nd': 3.0, 'Pa': 1.0}","('Nd', 'Pa')",OTHERS,False
mp-1197420,"{'Mg': 2.0, 'Cr': 2.0, 'H': 44.0, 'O': 30.0}","('Cr', 'H', 'Mg', 'O')",OTHERS,False
mp-984806,"{'Ba': 4.0, 'Pr': 2.0, 'Ru': 2.0, 'O': 12.0}","('Ba', 'O', 'Pr', 'Ru')",OTHERS,False
mp-758226,"{'Cr': 1.0, 'Fe': 3.0, 'Co': 2.0, 'P': 6.0, 'O': 24.0}","('Co', 'Cr', 'Fe', 'O', 'P')",OTHERS,False
mp-10577,"{'N': 20.0, 'Sr': 20.0, 'Nb': 4.0}","('N', 'Nb', 'Sr')",OTHERS,False
mp-1033692,"{'Hf': 1.0, 'Mg': 14.0, 'Cd': 1.0, 'O': 16.0}","('Cd', 'Hf', 'Mg', 'O')",OTHERS,False
mp-17756,"{'S': 12.0, 'Rb': 3.0, 'Ag': 6.0, 'Sb': 3.0}","('Ag', 'Rb', 'S', 'Sb')",OTHERS,False
mp-540635,"{'Ba': 2.0, 'Sn': 2.0, 'Ge': 6.0, 'O': 18.0}","('Ba', 'Ge', 'O', 'Sn')",OTHERS,False
mp-567768,"{'Yb': 2.0, 'Cu': 2.0, 'Ge': 2.0}","('Cu', 'Ge', 'Yb')",OTHERS,False
mp-1245612,"{'Mn': 28.0, 'Si': 4.0, 'N': 24.0}","('Mn', 'N', 'Si')",OTHERS,False
mvc-684,"{'Al': 2.0, 'Cr': 2.0, 'W': 4.0, 'O': 16.0}","('Al', 'Cr', 'O', 'W')",OTHERS,False
mp-1211961,"{'K': 2.0, 'Si': 4.0, 'O': 8.0}","('K', 'O', 'Si')",OTHERS,False
Au 70.0 Fe 16.0 Gd 14.0,"{'Au': 70.0, 'Fe': 16.0, 'Gd': 14.0}","('Au', 'Fe', 'Gd')",OTHERS,False
mp-28691,"{'Te': 8.0, 'I': 2.0, 'Ta': 2.0}","('I', 'Ta', 'Te')",OTHERS,False
mp-3433,"{'Mg': 1.0, 'Ni': 4.0, 'Y': 1.0}","('Mg', 'Ni', 'Y')",OTHERS,False
mp-30223,"{'Fe': 4.0, 'I': 2.0, 'La': 4.0}","('Fe', 'I', 'La')",OTHERS,False
mp-1218090,"{'Ta': 3.0, 'Al': 1.0, 'Fe': 8.0}","('Al', 'Fe', 'Ta')",OTHERS,False
mp-766351,"{'Ba': 8.0, 'Ca': 4.0, 'I': 24.0}","('Ba', 'Ca', 'I')",OTHERS,False
mp-1246792,"{'Mg': 4.0, 'Cu': 4.0, 'N': 4.0}","('Cu', 'Mg', 'N')",OTHERS,False
mp-1223097,"{'Li': 16.0, 'H': 8.0, 'N': 8.0}","('H', 'Li', 'N')",OTHERS,False
mp-618964,"{'Ba': 10.0, 'Fe': 8.0, 'S': 22.0}","('Ba', 'Fe', 'S')",OTHERS,False
mp-861934,"{'Ho': 1.0, 'Al': 1.0, 'Ag': 2.0}","('Ag', 'Al', 'Ho')",OTHERS,False
mp-1195152,"{'Ba': 12.0, 'V': 16.0, 'Zn': 4.0, 'O': 56.0}","('Ba', 'O', 'V', 'Zn')",OTHERS,False
mvc-3104,"{'Ba': 2.0, 'Ca': 2.0, 'Tl': 2.0, 'W': 3.0, 'O': 10.0}","('Ba', 'Ca', 'O', 'Tl', 'W')",OTHERS,False
mp-31308,"{'S': 40.0, 'K': 8.0, 'Ta': 8.0}","('K', 'S', 'Ta')",OTHERS,False
mp-771914,"{'Ba': 6.0, 'La': 4.0, 'Cl': 24.0}","('Ba', 'Cl', 'La')",OTHERS,False
mp-1016155,"{'Na': 1.0, 'Mn': 4.0, 'O': 8.0}","('Mn', 'Na', 'O')",OTHERS,False
mp-1227871,"{'Ca': 6.0, 'Cd': 4.0, 'Ga': 8.0}","('Ca', 'Cd', 'Ga')",OTHERS,False
mp-675479,"{'Pu': 2.0, 'Pa': 2.0, 'O': 8.0}","('O', 'Pa', 'Pu')",OTHERS,False
mvc-5756,"{'Ca': 1.0, 'W': 1.0, 'O': 3.0}","('Ca', 'O', 'W')",OTHERS,False
mp-7917,"{'Ge': 2.0, 'Se': 2.0, 'Hf': 2.0}","('Ge', 'Hf', 'Se')",OTHERS,False
mvc-16087,"{'Y': 4.0, 'Ti': 12.0, 'O': 24.0}","('O', 'Ti', 'Y')",OTHERS,False
mp-1221205,"{'Na': 3.0, 'P': 1.0, 'O': 4.0}","('Na', 'O', 'P')",OTHERS,False
mp-1212260,"{'Ho': 6.0, 'Al': 24.0, 'Ru': 8.0}","('Al', 'Ho', 'Ru')",OTHERS,False
mp-1181699,"{'Cl': 2.0, 'O': 6.0}","('Cl', 'O')",OTHERS,False
mp-980060,"{'Tb': 1.0, 'Ag': 3.0}","('Ag', 'Tb')",OTHERS,False
mp-1215532,"{'Zn': 4.0, 'Fe': 1.0, 'Se': 5.0}","('Fe', 'Se', 'Zn')",OTHERS,False
mp-1213005,"{'Er': 4.0, 'Si': 4.0, 'Ni': 4.0}","('Er', 'Ni', 'Si')",OTHERS,False
mp-23059,"{'Cl': 6.0, 'Rb': 2.0, 'Sn': 1.0}","('Cl', 'Rb', 'Sn')",OTHERS,False
mp-754334,"{'Na': 2.0, 'Tm': 2.0, 'O': 4.0}","('Na', 'O', 'Tm')",OTHERS,False
mp-1181627,"{'Cu': 2.0, 'H': 28.0, 'C': 8.0, 'N': 8.0, 'O': 16.0}","('C', 'Cu', 'H', 'N', 'O')",OTHERS,False
mp-757010,"{'Li': 3.0, 'Fe': 1.0, 'Ni': 4.0, 'O': 8.0}","('Fe', 'Li', 'Ni', 'O')",OTHERS,False
mvc-6842,"{'Zn': 4.0, 'Ag': 8.0, 'O': 16.0}","('Ag', 'O', 'Zn')",OTHERS,False
mp-1203168,"{'Sn': 8.0, 'H': 48.0, 'C': 16.0, 'Cl': 8.0, 'O': 4.0}","('C', 'Cl', 'H', 'O', 'Sn')",OTHERS,False
mp-1036763,"{'Mg': 30.0, 'V': 1.0, 'Sn': 1.0, 'O': 32.0}","('Mg', 'O', 'Sn', 'V')",OTHERS,False
mp-5622,"{'P': 2.0, 'Co': 2.0, 'Nd': 1.0}","('Co', 'Nd', 'P')",OTHERS,False
mp-568758,"{'Bi': 8.0, 'Br': 8.0}","('Bi', 'Br')",OTHERS,False
mp-1206153,"{'Eu': 2.0, 'Zr': 1.0, 'O': 4.0}","('Eu', 'O', 'Zr')",OTHERS,False
mp-753293,"{'Li': 4.0, 'Ni': 2.0, 'P': 4.0, 'O': 14.0}","('Li', 'Ni', 'O', 'P')",OTHERS,False
mp-1006112,"{'Na': 3.0, 'Co': 1.0}","('Co', 'Na')",OTHERS,False
mp-753722,"{'Li': 1.0, 'Cu': 1.0, 'S': 2.0}","('Cu', 'Li', 'S')",OTHERS,False
mp-758573,"{'H': 16.0, 'Ru': 3.0, 'C': 6.0, 'Cl': 6.0, 'O': 14.0}","('C', 'Cl', 'H', 'O', 'Ru')",OTHERS,False
mp-1087537,"{'Cr': 3.0, 'P': 3.0, 'Pd': 3.0}","('Cr', 'P', 'Pd')",OTHERS,False
mp-755178,"{'Mn': 6.0, 'O': 4.0, 'F': 8.0}","('F', 'Mn', 'O')",OTHERS,False
mp-1094248,"{'Y': 2.0, 'Sn': 6.0}","('Sn', 'Y')",OTHERS,False
mp-675744,"{'Yb': 8.0, 'Zr': 6.0, 'O': 24.0}","('O', 'Yb', 'Zr')",OTHERS,False
mp-1173749,"{'Na': 8.0, 'Al': 6.0, 'Si': 6.0, 'O': 25.0}","('Al', 'Na', 'O', 'Si')",OTHERS,False
mp-568342,"{'Tb': 2.0, 'Cl': 2.0}","('Cl', 'Tb')",OTHERS,False
mp-696457,"{'Sc': 2.0, 'P': 6.0, 'H': 12.0, 'O': 24.0}","('H', 'O', 'P', 'Sc')",OTHERS,False
mp-1105105,"{'I': 10.0, 'N': 4.0}","('I', 'N')",OTHERS,False
mp-776954,"{'Li': 4.0, 'Mn': 2.0, 'P': 2.0, 'H': 2.0, 'O': 10.0}","('H', 'Li', 'Mn', 'O', 'P')",OTHERS,False
mp-1208318,"{'Tb': 4.0, 'Si': 4.0, 'Pt': 8.0}","('Pt', 'Si', 'Tb')",OTHERS,False
mp-1094231,"{'Mg': 2.0, 'Sn': 10.0}","('Mg', 'Sn')",OTHERS,False
mp-568031,"{'Ga': 8.0, 'Hg': 16.0, 'Sb': 8.0, 'Cl': 32.0}","('Cl', 'Ga', 'Hg', 'Sb')",OTHERS,False
mp-758669,"{'Li': 2.0, 'V': 4.0, 'C': 8.0, 'O': 24.0}","('C', 'Li', 'O', 'V')",OTHERS,False
mp-554955,"{'Mg': 1.0, 'Cr': 1.0, 'F': 6.0}","('Cr', 'F', 'Mg')",OTHERS,False
mp-772496,"{'Mn': 3.0, 'Cu': 1.0, 'Ni': 2.0, 'P': 6.0, 'O': 24.0}","('Cu', 'Mn', 'Ni', 'O', 'P')",OTHERS,False
mp-676110,"{'Tb': 14.0, 'Pb': 3.0, 'Se': 24.0}","('Pb', 'Se', 'Tb')",OTHERS,False
mp-1247846,"{'Al': 16.0, 'O': 24.0}","('Al', 'O')",OTHERS,False
mp-754649,"{'Mn': 2.0, 'C': 2.0, 'S': 2.0, 'O': 14.0}","('C', 'Mn', 'O', 'S')",OTHERS,False
mp-1099669,"{'K': 4.0, 'Na': 28.0, 'V': 28.0, 'Mo': 4.0, 'O': 80.0}","('K', 'Mo', 'Na', 'O', 'V')",OTHERS,False
Al 50.0 Pt 36.0 La 14.0,"{'Al': 50.0, 'Pt': 36.0, 'La': 14.0}","('Al', 'La', 'Pt')",OTHERS,False
mp-1219595,"{'Rb': 2.0, 'Hg': 2.0, 'Sb': 2.0, 'Te': 6.0}","('Hg', 'Rb', 'Sb', 'Te')",OTHERS,False
mp-10179,"{'Li': 1.0, 'Mg': 1.0, 'Pd': 1.0, 'Sb': 1.0}","('Li', 'Mg', 'Pd', 'Sb')",OTHERS,False
mp-1247446,"{'Sr': 6.0, 'Zr': 6.0, 'N': 10.0}","('N', 'Sr', 'Zr')",OTHERS,False
mp-1196501,"{'Al': 4.0, 'Si': 6.0, 'N': 4.0, 'O': 20.0}","('Al', 'N', 'O', 'Si')",OTHERS,False
mp-1073302,"{'Mg': 4.0, 'Si': 8.0}","('Mg', 'Si')",OTHERS,False
mp-21653,"{'Ba': 12.0, 'Ni': 12.0, 'N': 12.0}","('Ba', 'N', 'Ni')",OTHERS,False
mp-1218180,"{'Sr': 1.0, 'Nd': 2.0, 'Fe': 2.0, 'O': 7.0}","('Fe', 'Nd', 'O', 'Sr')",OTHERS,False
mp-5170,"{'Si': 4.0, 'Co': 2.0, 'Nd': 2.0}","('Co', 'Nd', 'Si')",OTHERS,False
mp-1025876,"{'Te': 2.0, 'Mo': 3.0, 'Se': 4.0}","('Mo', 'Se', 'Te')",OTHERS,False
mp-1246783,"{'Hf': 2.0, 'Cr': 2.0, 'Ag': 2.0, 'S': 8.0}","('Ag', 'Cr', 'Hf', 'S')",OTHERS,False
mp-767204,"{'Li': 4.0, 'V': 2.0, 'Si': 12.0, 'O': 30.0}","('Li', 'O', 'Si', 'V')",OTHERS,False
mp-1203166,"{'Er': 4.0, 'Mo': 6.0, 'H': 4.0, 'Se': 4.0, 'O': 34.0}","('Er', 'H', 'Mo', 'O', 'Se')",OTHERS,False
mp-669546,"{'Al': 13.0, 'Pd': 13.0}","('Al', 'Pd')",OTHERS,False
mp-554396,"{'Mg': 4.0, 'Si': 2.0, 'O': 8.0}","('Mg', 'O', 'Si')",OTHERS,False
mp-1246732,"{'Mg': 2.0, 'Co': 2.0, 'W': 2.0, 'S': 8.0}","('Co', 'Mg', 'S', 'W')",OTHERS,False
mp-1206309,"{'Er': 1.0, 'Cr': 2.0, 'Si': 2.0, 'C': 1.0}","('C', 'Cr', 'Er', 'Si')",OTHERS,False
mp-976264,"{'Li': 3.0, 'Nd': 1.0}","('Li', 'Nd')",OTHERS,False
mp-974325,"{'Nd': 2.0, 'Dy': 6.0}","('Dy', 'Nd')",OTHERS,False
mp-1022965,"{'K': 6.0, 'V': 4.0, 'P': 6.0, 'O': 24.0}","('K', 'O', 'P', 'V')",OTHERS,False
mp-1194676,"{'Zn': 2.0, 'H': 48.0, 'Au': 4.0, 'C': 24.0, 'S': 16.0, 'N': 8.0, 'Cl': 8.0}","('Au', 'C', 'Cl', 'H', 'N', 'S', 'Zn')",OTHERS,False
mp-20646,"{'Mn': 2.0, 'Ge': 2.0, 'Sm': 1.0}","('Ge', 'Mn', 'Sm')",OTHERS,False
mp-754682,"{'Li': 2.0, 'Ti': 1.0, 'Co': 3.0, 'O': 8.0}","('Co', 'Li', 'O', 'Ti')",OTHERS,False
mp-21903,"{'S': 8.0, 'K': 2.0, 'Ge': 2.0, 'Eu': 2.0}","('Eu', 'Ge', 'K', 'S')",OTHERS,False
mp-756024,"{'Cr': 2.0, 'Sb': 4.0, 'O': 12.0}","('Cr', 'O', 'Sb')",OTHERS,False
mp-865513,"{'Y': 1.0, 'Sb': 1.0, 'Pd': 2.0}","('Pd', 'Sb', 'Y')",OTHERS,False
mp-863426,"{'Li': 6.0, 'Mn': 2.0, 'P': 4.0, 'O': 16.0}","('Li', 'Mn', 'O', 'P')",OTHERS,False
mp-1200045,"{'Bi': 24.0, 'N': 20.0, 'O': 104.0}","('Bi', 'N', 'O')",OTHERS,False
mp-29381,"{'Na': 16.0, 'As': 8.0, 'Te': 16.0}","('As', 'Na', 'Te')",OTHERS,False
mp-546152,"{'O': 4.0, 'Bi': 2.0, 'Sm': 1.0, 'Cl': 1.0}","('Bi', 'Cl', 'O', 'Sm')",OTHERS,False
mp-695154,"{'Na': 7.0, 'Bi': 3.0, 'P': 12.0, 'Pb': 10.0, 'O': 48.0}","('Bi', 'Na', 'O', 'P', 'Pb')",OTHERS,False
mp-3200,"{'O': 14.0, 'Ti': 4.0, 'Lu': 4.0}","('Lu', 'O', 'Ti')",OTHERS,False
mp-755104,"{'Ba': 4.0, 'Y': 2.0, 'Cl': 14.0}","('Ba', 'Cl', 'Y')",OTHERS,False
mp-1094629,"{'Mg': 2.0, 'Ga': 4.0}","('Ga', 'Mg')",OTHERS,False
mp-5169,"{'Cu': 8.0, 'P': 4.0, 'O': 18.0}","('Cu', 'O', 'P')",OTHERS,False
mp-40802,"{'Ba': 1.0, 'Bi': 1.0, 'La': 1.0, 'O': 6.0, 'Sr': 1.0}","('Ba', 'Bi', 'La', 'O', 'Sr')",OTHERS,False
mp-1175840,"{'Li': 9.0, 'Mn': 2.0, 'Co': 5.0, 'O': 16.0}","('Co', 'Li', 'Mn', 'O')",OTHERS,False
mp-30859,"{'Zr': 9.0, 'Pt': 11.0}","('Pt', 'Zr')",OTHERS,False
mvc-8434,"{'Cr': 4.0, 'Ge': 8.0, 'O': 24.0}","('Cr', 'Ge', 'O')",OTHERS,False
mp-1183368,"{'Ba': 6.0, 'Pr': 2.0}","('Ba', 'Pr')",OTHERS,False
mp-1114554,"{'Tb': 1.0, 'K': 1.0, 'Rb': 2.0, 'Cl': 6.0}","('Cl', 'K', 'Rb', 'Tb')",OTHERS,False
mp-1217705,"{'Tb': 2.0, 'Ge': 3.0}","('Ge', 'Tb')",OTHERS,False
mp-1183070,"{'Ac': 2.0, 'Tl': 1.0, 'Sn': 1.0}","('Ac', 'Sn', 'Tl')",OTHERS,False
mp-1207257,"{'K': 2.0, 'Cd': 1.0, 'Sb': 2.0}","('Cd', 'K', 'Sb')",OTHERS,False
mp-1201169,"{'P': 16.0, 'Se': 12.0, 'Br': 8.0}","('Br', 'P', 'Se')",OTHERS,False
mp-777779,"{'Li': 4.0, 'Mn': 1.0, 'Te': 3.0, 'O': 12.0}","('Li', 'Mn', 'O', 'Te')",OTHERS,False
mp-1203277,"{'K': 12.0, 'Ho': 4.0, 'Si': 12.0, 'O': 40.0}","('Ho', 'K', 'O', 'Si')",OTHERS,False
mp-28760,"{'S': 4.0, 'K': 4.0, 'Rb': 4.0}","('K', 'Rb', 'S')",OTHERS,False
mp-1104486,"{'Tm': 6.0, 'Ge': 8.0}","('Ge', 'Tm')",OTHERS,False
mp-866804,"{'Ti': 1.0, 'Mn': 1.0, 'H': 12.0, 'O': 6.0, 'F': 6.0}","('F', 'H', 'Mn', 'O', 'Ti')",OTHERS,False
mp-1222497,"{'Lu': 1.0, 'Al': 8.0, 'Ni': 3.0}","('Al', 'Lu', 'Ni')",OTHERS,False
mp-556725,"{'Cu': 2.0, 'H': 16.0, 'C': 4.0, 'Br': 6.0, 'N': 2.0, 'O': 2.0}","('Br', 'C', 'Cu', 'H', 'N', 'O')",OTHERS,False
mp-755170,"{'Fe': 8.0, 'O': 2.0, 'F': 14.0}","('F', 'Fe', 'O')",OTHERS,False
mp-510062,"{'Sm': 2.0, 'Cs': 2.0, 'Cd': 2.0, 'Se': 6.0}","('Cd', 'Cs', 'Se', 'Sm')",OTHERS,False
mp-571212,"{'Yb': 10.0, 'Ag': 6.0}","('Ag', 'Yb')",OTHERS,False
mvc-1887,"{'Ba': 4.0, 'Mg': 2.0, 'Cu': 2.0, 'Sb': 4.0, 'F': 28.0}","('Ba', 'Cu', 'F', 'Mg', 'Sb')",OTHERS,False
mp-1219789,"{'Rb': 4.0, 'Ba': 2.0, 'Cl': 8.0}","('Ba', 'Cl', 'Rb')",OTHERS,False
mp-1106192,"{'Eu': 4.0, 'Zr': 4.0, 'Se': 12.0}","('Eu', 'Se', 'Zr')",OTHERS,False
mp-1227727,"{'Ba': 1.0, 'Sr': 4.0, 'Fe': 5.0, 'O': 15.0}","('Ba', 'Fe', 'O', 'Sr')",OTHERS,False
mp-980066,"{'Sm': 8.0, 'Cu': 12.0, 'As': 12.0}","('As', 'Cu', 'Sm')",OTHERS,False
mp-1190681,"{'Zr': 8.0, 'Fe': 16.0}","('Fe', 'Zr')",OTHERS,False
mp-1215652,"{'Zn': 4.0, 'Cd': 1.0, 'Se': 5.0}","('Cd', 'Se', 'Zn')",OTHERS,False
mp-5351,"{'Ge': 2.0, 'Pd': 2.0, 'Tb': 1.0}","('Ge', 'Pd', 'Tb')",OTHERS,False
mp-971911,"{'Zn': 2.0, 'N': 2.0}","('N', 'Zn')",OTHERS,False
mp-1244700,"{'Cr': 12.0, 'O': 28.0}","('Cr', 'O')",OTHERS,False
mp-9194,"{'O': 2.0, 'Cu': 2.0, 'Se': 2.0, 'Sm': 2.0}","('Cu', 'O', 'Se', 'Sm')",OTHERS,False
mp-754161,"{'Rb': 6.0, 'Ho': 2.0, 'O': 6.0}","('Ho', 'O', 'Rb')",OTHERS,False
mp-754801,"{'Li': 3.0, 'Ti': 6.0, 'O': 13.0}","('Li', 'O', 'Ti')",OTHERS,False
mp-1199509,"{'Mg': 8.0, 'As': 4.0, 'O': 20.0}","('As', 'Mg', 'O')",OTHERS,False
mp-698941,"{'Nd': 10.0, 'Fe': 10.0, 'As': 10.0, 'O': 8.0, 'F': 2.0}","('As', 'F', 'Fe', 'Nd', 'O')",OTHERS,False
mp-13925,"{'F': 6.0, 'Na': 1.0, 'Y': 1.0, 'Cs': 2.0}","('Cs', 'F', 'Na', 'Y')",OTHERS,False
mp-1221346,"{'Na': 4.0, 'Nd': 8.0, 'N': 2.0, 'Cl': 18.0, 'O': 2.0}","('Cl', 'N', 'Na', 'Nd', 'O')",OTHERS,False
mp-13196,"{'O': 16.0, 'Sb': 4.0, 'Sm': 4.0}","('O', 'Sb', 'Sm')",OTHERS,False
mp-21170,"{'K': 4.0, 'Pb': 8.0}","('K', 'Pb')",OTHERS,False
mp-570981,"{'Ce': 2.0, 'Al': 16.0, 'Pt': 9.0}","('Al', 'Ce', 'Pt')",OTHERS,False
mp-1132757,"{'Mg': 2.0, 'V': 2.0, 'Si': 4.0, 'O': 12.0}","('Mg', 'O', 'Si', 'V')",OTHERS,False
mp-1177267,"{'Li': 4.0, 'V': 3.0, 'Cu': 1.0, 'P': 4.0, 'O': 16.0}","('Cu', 'Li', 'O', 'P', 'V')",OTHERS,False
mp-867842,"{'Sc': 1.0, 'In': 1.0, 'Rh': 2.0}","('In', 'Rh', 'Sc')",OTHERS,False
mp-1076669,"{'La': 7.0, 'Sm': 1.0, 'Mn': 6.0, 'Fe': 2.0, 'O': 24.0}","('Fe', 'La', 'Mn', 'O', 'Sm')",OTHERS,False
mp-1174421,"{'Li': 8.0, 'Mn': 2.0, 'Co': 4.0, 'O': 14.0}","('Co', 'Li', 'Mn', 'O')",OTHERS,False
mp-637194,"{'Cs': 6.0, 'Sc': 4.0, 'Cl': 18.0}","('Cl', 'Cs', 'Sc')",OTHERS,False
mp-31075,"{'Se': 8.0, 'Br': 8.0, 'Hg': 12.0}","('Br', 'Hg', 'Se')",OTHERS,False
mp-1194742,"{'Ba': 6.0, 'B': 6.0, 'Pb': 4.0, 'Br': 2.0, 'O': 18.0}","('B', 'Ba', 'Br', 'O', 'Pb')",OTHERS,False
mp-1097647,"{'Y': 2.0, 'Pd': 1.0, 'Pt': 1.0}","('Pd', 'Pt', 'Y')",OTHERS,False
mp-769605,"{'Li': 8.0, 'V': 2.0, 'Cr': 6.0, 'O': 16.0}","('Cr', 'Li', 'O', 'V')",OTHERS,False
mp-20773,"{'As': 1.0, 'Pu': 1.0}","('As', 'Pu')",OTHERS,False
mp-1225195,"{'Fe': 2.0, 'C': 6.0, 'N': 6.0, 'O': 4.0}","('C', 'Fe', 'N', 'O')",OTHERS,False
mp-30756,"{'Ru': 8.0, 'Sn': 24.0, 'La': 8.0}","('La', 'Ru', 'Sn')",OTHERS,False
mp-1191680,"{'Ta': 6.0, 'Se': 18.0}","('Se', 'Ta')",OTHERS,False
mp-1187021,"{'Sm': 1.0, 'Mg': 5.0}","('Mg', 'Sm')",OTHERS,False
mp-1212458,"{'Ho': 12.0, 'Mn': 8.0, 'Al': 86.0}","('Al', 'Ho', 'Mn')",OTHERS,False
mp-639876,"{'U': 4.0, 'Sn': 2.0, 'Rh': 4.0}","('Rh', 'Sn', 'U')",OTHERS,False
mp-1079393,"{'Co': 6.0, 'Si': 2.0}","('Co', 'Si')",OTHERS,False
mp-569505,"{'Tb': 2.0, 'Re': 4.0, 'Si': 2.0, 'C': 2.0}","('C', 'Re', 'Si', 'Tb')",OTHERS,False
Ga 25.0 Pt 36.0 Gd 14.0 Al 25.0,"{'Ga': 25.0, 'Pt': 36.0, 'Gd': 14.0, 'Al': 25.0}","('Al', 'Ga', 'Gd', 'Pt')",OTHERS,False
