reactant,product,XLogP,TPSA
CSCl.Cc1cc(O)cc(=O)o1,CSc1c(O)cc(C)oc1=O,1.2,71.8
CSS(C)(=O)=O.Cc1cc(O)cc(=O)o1,CSc1c(O)cc(C)oc1=O,1.2,71.8
Cc1cc(O)cc(=O)o1.O=S(=O)(Sc1ccccc1)c1ccccc1,Cc1cc(O)c(Sc2ccccc2)c(=O)o1,2.8,71.8
Cc1cc(O)cc(=O)o1.O=S(=O)(Sc1ccccc1)c1ccccc1,Cc1cc(O)c(Sc2ccccc2)c(=O)o1,2.8,71.8
Cc1cc(O)cc(=O)o1.ClSc1ccccc1,Cc1cc(O)c(Sc2ccccc2)c(=O)o1,2.8,71.8
Cc1cc(O)cc(=O)o1.ClSc1ccccc1,Cc1cc(O)c(Sc2ccccc2)c(=O)o1,2.8,71.8
Cc1cc(O)cc(=O)o1.Cc1ccc(S(=O)O)cc1.Cl,Cc1cc(O)c(Sc2ccc(Cl)cc2)c(=O)o1,3.4,71.8
CCSCl.Cc1cc(O)cc(=O)o1,CCSc1c(O)cc(C)oc1=O,1.6,71.8
CC(C)SCl.Cc1cc(O)cc(=O)o1,Cc1cc(O)c(SC(C)C)c(=O)o1,2.0,71.8
C#CCBr.Cc1cc(O)c(S)c(=O)o1,C#CCSc1c(O)cc(C)oc1=O,1.4,71.8
Cc1cc(O)c(S)c(=O)o1.ClCc1cccc2ccccc12,Cc1cc(O)c(SCc2cccc3ccccc23)c(=O)o1,4.0,71.8
Cc1cc(O)c(S)c(=O)o1.O=[N+]([O-])c1ccc(CBr)cc1,Cc1cc(O)c(SCc2ccc([N+](=O)[O-])cc2)c(=O)o1,2.6,118.0
Cc1cc(O)c(S)c(=O)o1.Fc1ccc(CCl)cc1,Cc1cc(O)c(SCc2ccc(F)cc2)c(=O)o1,2.8,71.8
Cc1cc(O)c(S)c(=O)o1.ClCc1ccccc1,Cc1cc(O)c(SCc2ccccc2)c(=O)o1,2.7,71.8
Cc1cc(O)c(S)c(=O)o1.ClCc1ccc(CCl)cc1,Cc1cc(O)c(SCc2ccc(CSc3c(O)cc(C)oc3=O)cc2)c(=O)o1,3.5,144.0
CC(=O)O.Cc1cc(O)c(SCc2ccccc2)c(=O)o1,Cc1cc(O)c(S(=O)Cc2ccccc2)c(=O)o1,2.0,82.8
C=CCSc1c(O)cc(C)oc1=O.OO,C=CCS(=O)c1c(O)cc(C)oc1=O,1.1,82.8
CC(=O)O.Cc1cc(O)c(SCCC(C)C)c(=O)o1,Cc1cc(O)c(S(=O)CCC(C)C)c(=O)o1,2.0,82.8
CCCCCCSc1c(O)cc(C)oc1=O.OO,CCCCCCS(=O)c1c(O)cc(C)oc1=O,2.7,82.8
Cc1ccc(CSc2c(O)cc(C)oc2=O)cc1.OO,Cc1ccc(CS(=O)c2c(O)cc(C)oc2=O)cc1,2.4,82.8
Cc1cc(O)c(SCc2ccc(Cl)cc2)c(=O)o1.OO,Cc1cc(O)c(S(=O)Cc2ccc(Cl)cc2)c(=O)o1,2.6,82.8
C#CCSc1c(O)cc(C)oc1=O.OO,C#CCS(=O)c1c(O)cc(C)oc1=O,0.6,82.8
Cc1cc(O)c(SCC2CCCCC2)c(=O)o1.OO,Cc1cc(O)c(S(=O)CC2CCCCC2)c(=O)o1,2.7,82.8
CC(C)(C)O.Cc1cc(O)c(S)c(=O)o1,Cc1cc(O)c(SC(C)(C)C)c(=O)o1,2.2,71.8
Cc1cc(O)c(SC(C)(C)C)c(=O)o1.OO,Cc1cc(O)c(S(=O)C(C)(C)C)c(=O)o1,1.3,82.8
Cc1cc(O)c(SCC(C)C)c(=O)o1.OO,Cc1cc(O)c(S(=O)CC(C)C)c(=O)o1,1.7,82.8
Cc1cc(O)c(SCc2ccccc2F)c(=O)o1.OO,Cc1cc(O)c(S(=O)Cc2ccccc2F)c(=O)o1,2.1,82.8
CC(=O)OO.Cc1cc(O)c(SCc2ccc(Cl)c(Cl)c2)c(=O)o1,Cc1cc(O)c(S(=O)Cc2ccc(Cl)c(Cl)c2)c(=O)o1,3.3,82.8
CC(=O)OO.Cc1cc(O)c(SCc2ccc(Cl)cc2Cl)c(=O)o1,Cc1cc(O)c(S(=O)Cc2ccc(Cl)cc2Cl)c(=O)o1,3.3,82.8
Cc1cc(O)c(S)c(=O)o1.Fc1ccccc1CCl,Cc1cc(O)c(SCc2ccccc2F)c(=O)o1,2.8,71.8
Cc1cc(O)c(S)c(=O)o1.ClCc1ccc(Cl)cc1Cl,Cc1cc(O)c(SCc2ccc(Cl)cc2Cl)c(=O)o1,4.0,71.8
Cc1cc(O)c(S)c(=O)o1.Fc1cccc(CCl)c1,Cc1cc(O)c(SCc2cccc(F)c2)c(=O)o1,2.8,71.8
Cc1cc(O)c(S)c(=O)o1.OC12CC3CC(CC(C3)C1)C2,Cc1cc(O)c(SC23CC4CC(CC(C4)C2)C3)c(=O)o1,3.9,71.8
Cc1cc(O)c(SC23CC4CC(CC(C4)C2)C3)c(=O)o1.OO,Cc1cc(O)c(S(=O)C23CC4CC(CC(C4)C2)C3)c(=O)o1,3.0,82.8
CC(=O)c1ccc(-c2ccc([N+](=O)[O-])cc2)o1,CC(O)c1ccc(-c2ccc([N+](=O)[O-])cc2)o1,2.0,79.2
CC(=O)c1ccc(-c2ccc(Cl)c(Cl)c2)o1,CC(O)c1ccc(-c2ccc(Cl)c(Cl)c2)o1,3.5,33.4
CC(=O)c1ccco1.Nc1cccc(C(F)(F)F)c1,CC(=O)c1ccc(-c2cccc(C(F)(F)F)c2)o1,3.6,30.2
CC(=O)c1ccc(-c2ccc([N+](=O)[O-])cc2)o1,CC(=O)c1ccc(-c2ccc(N)cc2)o1,2.0,56.2
CC(=O)OC(C)=O.CC(=O)c1ccc(-c2ccc(N)cc2)o1,CC(=O)Nc1ccc(-c2ccc(C(C)=O)o2)cc1,1.8,59.3
CC(=O)Nc1ccc(-c2ccc(C(C)=O)o2)cc1,CC(=O)Nc1ccc(-c2ccc(C(C)O)o2)cc1,1.4,62.5
CC(=O)c1ccco1.CS(=O)(=O)c1ccc(N)cc1,CC(=O)c1ccc(-c2ccc(S(C)(=O)=O)cc2)o1,1.9,72.7
CS(=O)(=O)c1ccc(-c2ccc(C(=O)c3ccc(-c4ccc(S(C)(=O)=O)cc4)o3)o2)cc1,CC(O)c1ccc(-c2ccc(S(C)(=O)=O)cc2)o1,1.4,75.9
CC(=O)c1ccco1.N#Cc1ccc(N)cc1,CC(=O)c1ccc(-c2ccc(C#N)cc2)o1,2.4,54.0
CC(=O)c1ccc(-c2ccc(C#N)cc2)o1,CC(O)c1ccc(-c2ccc(C#N)cc2)o1,1.9,57.2
O=C(CCl)c1ccc(-c2ccc([N+](=O)[O-])cc2)o1,O=[N+]([O-])c1ccc(-c2ccc(C(O)CCl)o2)cc1,2.3,79.2
CC(C)CC(=O)Cl.Cc1ccc2c(c1C)OC(C(=O)O)C2,Cc1c(C(=O)CC(C)C)cc2c(c1C)OC(C(=O)O)C2,3.2,63.6
CNC.Cc1c(C(=O)CC(C)C)cc2c(c1C)OC(C(=O)O)C2,C=C(C(=O)c1cc2c(c(C)c1C)OC(C(=O)O)C2)C(C)C,3.7,63.6
C=C(C(=O)c1cc2c(c(C)c1C)OC(C(=O)O)C2)C(C)C,Cc1c(C)c2c(c3c1OC(C(=O)O)C3)CC(C(C)C)C2=O,3.4,63.6
CC(C)CC(=O)Cl.Cc1ccc2cc(C(=O)O)oc2c1C,Cc1c(C(=O)CC(C)C)cc2cc(C(=O)O)oc2c1C,3.9,67.5
CNC.Cc1c(C(=O)CC(C)C)cc2cc(C(=O)O)oc2c1C,C=C(C(=O)c1cc2cc(C(=O)O)oc2c(C)c1C)C(C)C,4.3,67.5
C=C(C(=O)c1cc2cc(C(=O)O)oc2c(C)c1C)C(C)C,Cc1c2c(c3cc(C(=O)O)oc3c1C)CC(C(C)C)C2=O,4.0,67.5
CI.Cc1c(C)c2c(c3c1OC(C(=O)O)C3)CC(C(C)C)C2=O,Cc1c(C)c2c(c3c1OC(C(=O)O)C3)CC(C)(C(C)C)C2=O,3.8,63.6
BrBr.Cc1c2c(c3cc(C(=O)O)oc3c1C)CC(C(C)C)C2=O,Cc1c2c(c3cc(C(=O)O)oc3c1C)CC(Br)(C(C)C)C2=O,4.7,67.5
Cc1c2c(c3cc(C(=O)O)oc3c1C)CC(Br)(C(C)C)C2=O,Cc1c2c(c3cc(C(=O)O)oc3c1C)C=C(C(C)C)C2=O,4.1,67.5
Cc1c2c(c3cc(C(=O)O)oc3c1C)CC(Br)(C(C)C)C2=O,CC(C)=C1Cc2c(c(C)c(C)c3oc(C(=O)O)cc23)C1=O,4.1,67.5
COc1cccc(Cl)c1Cl.O=C(Cl)CCCCCBr,COc1ccc(C(=O)CCCCCBr)c(Cl)c1Cl,4.6,26.3
C=C(CCCCCl)C(=O)c1ccc(OC)c(Cl)c1Cl,COc1cc2c(c(Cl)c1Cl)C(=O)C(CCCCCl)C2,4.6,26.3
CCCCC(=O)Cl.Cc1ccc2oc(C(=O)O)cc2c1C,CCCCC(=O)c1cc2oc(C(=O)O)cc2c(C)c1C,4.0,67.5
CCCCC(=O)c1cc2oc(C(=O)O)cc2c(C)c1C.CNC,C=C(CCC)C(=O)c1cc2oc(C(=O)O)cc2c(C)c1C,4.5,67.5
CCCC1Cc2c(c(C)c(C)c3oc(C(=O)O)cc23)C1=O.CCOCC,CCCC1Cc2c(c(C)c(C)c3oc(C(=O)OCC)cc23)C1=O,4.8,56.5
CCC(=Cc1ccccc1)C(=O)c1ccc(OC)c(Cl)c1Cl,CCC1C(=O)c2c(cc(OC)c(Cl)c2Cl)C1c1ccccc1,5.3,26.3
CCC1C(=O)c2c(cc(OC)c(Cl)c2Cl)C1c1ccccc1,CCC1C(=O)c2c(cc(O)c(Cl)c2Cl)C1c1ccccc1,4.9,37.3
CCCC1(Br)Cc2c(c(C)c(C)c3oc(C(=O)O)cc23)C1=O,CCCC1=Cc2c(c(C)c(C)c3oc(C(=O)O)cc23)C1=O,4.3,67.5
CCCC1(Br)Cc2c(c(C)c(C)c3oc(C(=O)O)cc23)C1=O,CCC=C1Cc2c(c(C)c(C)c3oc(C(=O)O)cc23)C1=O,4.0,67.5
CCCC1Cc2c(c(C)c(C)c3oc(C(=O)O)cc23)C1=O,CCCC1Cc2c3c(c(C)c(C)c2C1O)OC(C(=O)O)C3,3.2,66.8
BrBr.CCCC1Cc2c3c(c(C)c(C)c2C1=O)OC(C(=O)O)C3,CCCC1(Br)Cc2c3c(c(C)c(C)c2C1=O)OC(C(=O)O)C3,4.0,63.6
CCCC1(Br)Cc2c3c(c(C)c(C)c2C1=O)OC(C(=O)O)C3,CCCC1=Cc2c3c(c(C)c(C)c2C1=O)OC(C(=O)O)C3,3.6,63.6
CCCC1(Br)Cc2c3c(c(C)c(C)c2C1=O)OC(C(=O)O)C3,CCC=C1Cc2c3c(c(C)c(C)c2C1=O)OC(C(=O)O)C3,3.3,63.6
C=CC1(C)CCC(C(C)(O)c2ccc(C)o2)O1,C=CC1(C)CCC(C(C)c2ccc(C)o2)O1,3.3,22.4
CCCCC(=NO)C(C)=O.CCCCCC(C)=O.O=NCl,CCCCc1nc(C)c(CCCC)nc1C,4.0,25.8
Cc1ccc(CBr)o1.c1coc(COCc2ccco2)c1,Cc1ccc(COCc2ccco2)o1,1.7,35.5
O=C1c2ccccc2C(=O)c2c1cccc2[N+](=O)[O-],O=C1c2ccccc2C(=O)c2ccccc21,3.4,34.1
O=C1c2ccccc2C(=O)c2c1cccc2[N+](=O)[O-],O=C1c2ccccc2C(=O)c2ccccc21,3.4,34.1
O=C1c2ccccc2C(=O)c2c1cccc2[N+](=O)[O-],Nc1cccc2c1C(=O)c1ccccc1C2=O,3.2,60.2
O=C1c2ccccc2C(=O)c2c1cccc2[N+](=O)[O-],Nc1cccc2c1C(=O)c1ccccc1C2=O,3.2,60.2
O=C1C=CC(=NO)c2c1cccc2[N+](=O)[O-].O=C1C=CC(=NO)c2cccc([N+](=O)[O-])c21,O=C1C=CC(=O)c2c1cccc2[N+](=O)[O-],1.6,80.0
O.O=C1C=CC(=NO)c2c1cccc2[N+](=O)[O-],O=C1C=CC(=O)c2c1cccc2[N+](=O)[O-],1.6,80.0
O.O=C1C=CC(=NO)c2c1cccc2[N+](=O)[O-],O=C1C=CC(=O)c2c1cccc2[N+](=O)[O-],1.6,80.0
O.O=C1C=CC(=NO)c2c1cccc2[N+](=O)[O-],O=C1C=CC(=O)c2c1cccc2[N+](=O)[O-],1.6,80.0
CCc1ccccc1O.Cc1ccccc1O,CCc1cccc2ccoc12,3.1,13.1
SCc1cccs1.c1csc(COCc2cccs2)c1,c1csc(CSCc2cccs2)c1,3.3,81.8
C=Cc1cnccn1.CS,CSCCc1cnccn1,0.8,51.1
Cc1cccc2ccoc12.Cc1cnc(C)c(S)n1,CC(=O)Sc1nc(C)cnc1C,1.2,68.2
CC(=O)/C=C\C(C)=O.CCCS,CCCSC(CC(C)=O)C(C)=O,1.2,59.4
COC1(C)C=CC(C)(OC)O1.OC(=S)c1ccccc1,CC(=O)CC(C(C)=O)C(=S)c1ccccc1,1.7,66.2
ClCc1ccccc1.Oc1ccc(Cc2ccc(O)cc2)cc1,Oc1ccc(Cc2ccc(OCc3ccccc3)cc2)cc1,5.4,29.5
CNS(C)(=O)=O.O=C=NS(=O)(=O)Cl,CN(S(C)(=O)=O)S(=O)(=O)N=C=O,0.2,118.0
CCNS(C)(=O)=O.O=C=NS(=O)(=O)Cl,CCN(S(C)(=O)=O)S(=O)(=O)N=C=O,0.6,118.0
CNS(=O)(=O)c1ccccc1.O=C=NS(=O)(=O)Cl,CN(S(=O)(=O)N=C=O)S(=O)(=O)c1ccccc1,1.8,118.0
CC(C)=C[C@@H]1[C@H](C(=O)O)C1(C)C,CC(C)=C[C@@H]1[C@@H](C(=O)O)C1(C)C,3.4,37.3
Nc1ccc(O)cc1.O=C(OC(=O)c1ccccc1)c1ccccc1,O=C(Nc1ccc(O)cc1)c1ccccc1,2.3,49.3
CC(=O)Nc1ccc(C(=O)O)cc1.Nc1ccc(O)cc1,CC(=O)Nc1ccc(C(=O)Nc2ccc(O)cc2)cc1,1.4,78.4
CCCCC[C@H](O)/C=C/[C@H]1C=CC(=O)[C@@H]1C/C=C\CCCC(=O)O,Oc1ccc(-c2ccccc2)cc1,3.2,20.2
CO.Cc1ccc(C(=O)Cl)cc1,COC(=O)c1ccc(C)cc1,2.7,26.3
BrBr.COC(=O)c1ccc(C)cc1,COC(=O)c1ccc(CBr)cc1,2.9,26.3
CN(NC(=O)OCc1ccccc1)C(=O)OCc1ccccc1.COC(=O)c1ccc(CBr)cc1,CN(C(=O)OCc1ccccc1)N(Cc1ccc(C(=O)O)cc1)C(=O)OCc1ccccc1,4.2,96.4
CN(C(=O)OCc1ccccc1)N(Cc1ccc(C(=O)Cl)cc1)C(=O)OCc1ccccc1.NC1CC1,CN(C(=O)OCc1ccccc1)N(Cc1ccc(C(=O)NC2CC2)cc1)C(=O)OCc1ccccc1,4.5,88.2
CNCCN.O=Cc1ccccc1,CNCCN=Cc1ccccc1,1.1,24.4
CN(C(=O)OCc1ccccc1)N(Cc1ccc(C(=O)Cl)cc1)C(=O)OCc1ccccc1.CNC(N)=O,CNC(=O)NC(=O)c1ccc(CN(C(=O)OCc2ccccc2)N(C)C(=O)OCc2ccccc2)cc1,4.1,117.0
CN(NC(=O)OCc1ccccc1)C(=O)OCc1ccccc1.N#Cc1ccc(CBr)cc1,CN(C(=O)OCc1ccccc1)N(Cc1ccc(C#N)cc1)C(=O)OCc1ccccc1,4.4,82.9
CC(C)(C)C(=O)OCCl.Cc1c(CC(=O)O)cccc1C(=O)c1ccc(Cl)cc1,Cc1c(CC(=O)OCOC(=O)C(C)(C)C)cccc1Cc1ccc(Cl)cc1,6.0,52.6
Cc1c(CC(=O)O)cccc1C(=O)c1ccc(Cl)cc1.O=S(Cl)Cl,Cc1c(CC(=O)Cl)cccc1C(=O)c1ccc(Cl)cc1,4.7,34.1
CNOC.Cc1c(CC(=O)O)cccc1C(=O)c1ccc(Cl)cc1,CON(C)C(=O)Cc1cccc(C(=O)c2ccc(Cl)cc2)c1C,3.7,46.6
C1CCOC1.Cc1ccccc1.O,COC(=O)Cc1ccccc1,1.8,26.3
CCOC(=O)C1CCC(=O)C(Oc2cccc(OC)c2)C1,COc1ccc2c3c(oc2c1)CC(C(=O)O)CC3,2.5,59.7
Cc1cccc(C)c1O.N,Cc1cccc(C)c1N,1.8,26.0
Cc1cccc(C(C)(C)C)c1O.N,Cc1cccc(C(C)(C)C)c1N,3.3,26.0
Cc1cccc(C(C)(C)C)c1O.N,Cc1cccc(C(C)(C)C)c1N,3.3,26.0
Cc1cccc(C)c1O.N,Cc1cccc(C)c1N,1.8,26.0
Nc1c(Cl)cc(Cl)cc1C(=O)O,O=C(O)c1cc(Cl)cc(Cl)c1,2.8,37.3
Nc1c(Cl)cc(Cl)cc1C(=O)O,O=C(O)c1cc(Cl)cc(Cl)c1,2.8,37.3
ClCCl.OCc1ccccc1,ClCOCc1ccccc1,2.6,9.2
CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)O,CCCCC[C@H](O)/C=C/[C@H]1C=CC(=O)[C@@H]1CCCCCCC(=O)O,4.4,74.6
NCCCC[C@H](N)C(=O)O,NCCCC[C@H](N)C(=O)O,-3.0,89.3
CN(C)C(=O)N(CCl)c1ccccc1.OCCO,CN(C)C(=O)N(COCCO)c1ccccc1,0.6,53.0
CCCC=NC(C)(C)C.O=C(Cl)C(Cl)Cl,CCC=CN(C(=O)C(Cl)Cl)C(C)(C)C,3.2,20.3
CCN=C(CC)CC.O=C(Cl)C(Cl)Cl,CC=C(CC)N(CC)C(=O)C(Cl)Cl,3.0,20.3
O=[N+]([O-])c1cc(Cl)ccc1Cl,Nc1cc(Cl)ccc1Cl,2.9,26.0
Cc1ccc(Cl)c([N+](=O)[O-])c1,Cc1ccc(Cl)c(N)c1,2.5,26.0
CCCC(=O)CCC(=O)OCC,CCC1C(=O)CCC1=O,0.6,34.1
CSc1ccc(C(=O)O)cc1.NNc1ccccc1,CSc1ccc(C(=O)NNc2ccccc2)cc1,3.6,66.4
CSc1ccc(C(=O)NNc2ccccc2)cc1.ClP(Cl)(Cl)(Cl)Cl,CSc1ccc(C(Cl)=NNc2ccccc2)cc1,5.1,49.7
CSc1ccc(NNC(=O)c2ccccc2)cc1.ClP(Cl)(Cl)(Cl)Cl,CSc1ccc(NN=C(Cl)c2ccccc2)cc1,5.1,49.7
CSc1ccccc1C(=O)NNc1ccccc1.Cl.ClP(Cl)(Cl)(Cl)Cl,CSc1c(Cl)cccc1C(Cl)=NNc1ccccc1,5.7,49.7
CC1=CCCC(C)(C)C1c1cc(C)no1,CC(N)=CC(=O)C1C(C)=CCCC1(C)C,2.9,43.1
C=C(N)CC(=O)C1=C(C)CCCC1(C)C,CC=CC(=O)C1=C(C)CCCC1(C)C,3.5,17.1
C=C1CCCC(C)(C)C1c1cc(C)no1,C=C1CCCC(C)(C)C1C(=O)C=CC,3.5,17.1
C=C1CCCC(C)(C)C1C(=O)CC(C)N,C=C1CCCC(C)(C)C1C(=O)C=CC,3.5,17.1
CC1=CCCC(C)(C)C1C1OC1C(C)=NO,CC1=CCCC(C)(C)C1c1cc(C)no1,3.4,26.0
O=C(O)CC(=O)O.O=CCc1cccc(C(=O)c2ccc(Cl)cc2)c1O,O=C(O)C=CCc1cccc(C(=O)c2ccc(Cl)cc2)c1O,4.3,74.6
O=C(O)CCc1cccc(C(=O)c2ccccc2)c1.O=S(Cl)Cl,O=C(Cl)CCc1cccc(C(=O)c2ccccc2)c1,4.0,34.1
O=C(Cl)C(=O)Cl.O=C(O)CCc1cccc(C(=O)c2ccccc2)c1,O=C(Cl)CCc1cccc(C(=O)c2ccccc2)c1,4.0,34.1
Cc1c(C(=O)O)cccc1[N+](=O)[O-].O=S(Cl)Cl,Cc1c(C(=O)Cl)cccc1[N+](=O)[O-],2.6,62.9
Cc1c(C(=O)Cl)cccc1[N+](=O)[O-].Cl,Cc1c(C(=O)c2ccc(Cl)cc2)cccc1[N+](=O)[O-],4.1,62.9
Cc1c(C(=O)c2ccc(Cl)cc2)cccc1[N+](=O)[O-],Cc1c(N)cccc1C(=O)c1ccc(Cl)cc1,3.6,43.1
Cc1c(CCC(=O)O)cccc1C(=O)c1ccc(Cl)cc1.O=S(Cl)Cl,Cc1c(CCC(=O)Cl)cccc1C(=O)c1ccc(Cl)cc1,5.0,34.1
C[O-].Cc1c(CCCC(=O)O)cccc1C(=O)c1ccc(Cl)cc1,COc1ccc(C(=O)c2cccc(CCCC(=O)O)c2C)cc1,3.7,63.6
Cc1c(CCCC(=O)O)cccc1C(=O)c1ccc(Cl)cc1.O=S(Cl)Cl,Cc1c(CCCC(=O)Cl)cccc1C(=O)c1ccc(Cl)cc1,5.4,34.1
COC(=O)C(C)(Br)CCc1cccc(C(=O)c2ccccc2)c1,COC(=O)C(C)=CCc1cccc(C(=O)c2ccccc2)c1,4.2,43.4
COC(=O)C(C)=CCc1cccc(C(=O)c2ccccc2)c1,CC(=CCc1cccc(C(=O)c2ccccc2)c1)C(=O)O,3.9,54.4
CCOC(=O)CC(=O)[O-].O=C(c1ccc(Cl)cc1)c1cccc(CBr)c1,CCOC(=O)CC(=O)OCc1cccc(C(=O)c2ccc(Cl)cc2)c1,4.0,69.7
CC(=O)O.CCOC(=O)CC(=O)OCc1cccc(C(=O)c2ccc(Cl)cc2)c1,O=C(O)CCc1cccc(C(=O)c2ccc(Cl)cc2)c1,3.7,54.4
O=C(O)CCc1cccc(C(=O)c2ccc(Cl)cc2)c1.O=S(Cl)Cl,O=C(Cl)CCc1cccc(C(=O)c2ccc(Cl)cc2)c1,4.6,34.1
O=C(O)Cc1cccc(C(=O)c2ccccc2)c1.O=S(Cl)Cl,O=C(Cl)Cc1cccc(C(=O)c2ccccc2)c1,3.7,34.1
O=C(CCl)Cc1cccc(C(=O)c2ccccc2)c1,OC(CCl)Cc1cccc(C(O)c2ccccc2)c1,3.0,40.5
OC(CCl)Cc1cccc(C(O)c2ccccc2)c1.[C-]#N,N#CCC(O)Cc1cccc(C(O)c2ccccc2)c1,2.1,64.2
N#CCC(O)Cc1cccc(C(O)c2ccccc2)c1,N#CCC(O)Cc1cccc(C(=O)c2ccccc2)c1,2.6,61.1
CCOC(=O)CC(O)Cc1cccc(C(=O)c2ccccc2)c1,O=C(O)CC(O)Cc1cccc(C(=O)c2ccccc2)c1,2.4,74.6
CCOC(=O)CC(O)Cc1cccc(C(=O)c2ccccc2)c1,CCOC(=O)CC=Cc1cccc(C(=O)c2ccccc2)c1,4.1,43.4
C=[N+]=[N-].O=C(O)Cc1cccc(C(=O)c2ccccc2)c1,COC(=O)Cc1cccc(C(=O)c2ccccc2)c1,3.1,43.4
COC(=O)Cc1cccc(C(=O)c2ccccc2)c1.[Li]CCCC,COC(=O)C(C)c1cccc(C(=O)c2ccccc2)c1,3.4,43.4
CCOC(=O)CC(O)C(C)c1cccc(C(=O)c2ccccc2)c1,CC(c1cccc(C(=O)c2ccccc2)c1)C(O)CC(=O)O,2.7,74.6
CCOC(=O)CC(C)=O.CC[O-].O=C(c1ccccc1)c1cccc(CBr)c1,CCOC(=O)C(C)C(=O)Cc1cccc(C(=O)c2ccccc2)c1,3.8,60.4
CCOC(=O)CC(O)C(C)c1cccc(C(=O)c2ccccc2)c1,CCOC(=O)CC=C(C)c1cccc(C(=O)c2ccccc2)c1,4.7,43.4
CCOC(=O)CC=C(C)c1cccc(C(=O)c2ccccc2)c1,CC(=CCC(=O)O)c1cccc(C(=O)c2ccccc2)c1,4.0,54.4
Cc1c(C(=O)Cl)cccc1[N+](=O)[O-].Fc1ccccc1,Cc1c(C(=O)c2ccc(F)cc2)cccc1[N+](=O)[O-],3.6,62.9
Cc1c(C(=O)c2ccc(F)cc2)cccc1[N+](=O)[O-],Cc1c(N)cccc1C(=O)c1ccc(F)cc1,3.0,43.1
CC(C)=O.Cc1c(CCCCO)cccc1C(=O)c1ccc(F)cc1,Cc1c(CCCC(=O)O)cccc1C(=O)c1ccc(F)cc1,3.8,54.4
CI.Cc1cccc(C(=O)c2ccc(Cl)cc2)c1O,COc1c(C)cccc1C(=O)c1ccc(Cl)cc1,4.2,26.3
COc1c(C)cccc1C(=O)c1ccc(Cl)cc1.O=C1CCC(=O)N1Br,COc1c(CBr)cccc1C(=O)c1ccc(Cl)cc1,4.4,26.3
CCOC(=O)C(Cc1cccc(C(=O)c2ccc(Cl)cc2)c1OC)C(=O)[O-],COc1c(CC(C(=O)O)C(=O)O)cccc1C(=O)c1ccc(Cl)cc1,3.4,101.0
COc1c(CCC(=O)O)cccc1C(=O)c1ccc(Cl)cc1.O=S(Cl)Cl,COc1c(CCC(=O)Cl)cccc1C(=O)c1ccc(Cl)cc1,4.6,43.4
CC(C)=CC(O)C1=C(C)CCCC1(C)C,CC(C)=CC(=O)C1=C(C)CCCC1(C)C,4.1,17.1
C=C(C)CC(O)C1=C(C)CCCC1(C)C,C=C(C)CC(=O)C1=C(C)CCCC1(C)C,4.0,17.1
C=CCBr.CC1=C(C=O)C(C)(C)CCC1,C=CCC(O)C1=C(C)CCCC1(C)C,3.1,20.2
C/C=C\C(O)C1=C(C)CCCC1(C)C,C/C=C/C(=O)C1C(C)=CCCC1(C)C,3.2,17.1
CC=CC(O)C1=C(C)CCCC1(C)C,C/C=C\C(=O)C1C(C)=CCCC1(C)C,3.2,17.1
CC1=C(C=O)C(C)(C)CCC1.CC=CBr,CC=CC(O)C1=C(C)CCCC1(C)C,3.0,20.2
C/C=C\C(=O)C1=C(C)CCCC1(C)C,C/C=C/C(=O)C1=C(C)CCCC1(C)C,3.5,17.1
CC#CC(=O)C1C(C)=CCCC1(C)C,CC#CC(O)C1C(C)=CCCC1(C)C,2.8,20.2
CC(C)=CCCC(C)=CC=O.CC=CBr,CC=CC(O)C=C(C)CCC=C(C)C,4.0,20.2
C#CC.CC1=C(C=O)C(C)(C)CC=C1,CC#CC(O)C1=C(C)C=CCC1(C)C,2.5,20.2
CC#CC(O)C1=C(C)C=CCC1(C)C,C/C=C\C(=O)C1=C(C)C=CCC1(C)C,3.2,17.1
CC(=O)OO.CC=CC(O)C1=C(C)CCCC1(C)C,C/C=C/C(O)C12OC1(C)CCCC2(C)C,2.2,32.8
C/C=C(\C)C(=O)C1=C(C)CC(C)CC1(C)C.C1COCCO1,CC1=C(C)C2(C)CCC(C)C(C)(C)C2C1=O,4.0,17.1
C/C=C/C(=O)C1C(C)=CCCC1(C)C,C=C1C2CCC(C)(C)C1C(=O)CC2C,3.0,17.1
CCC1C(=O)CCc2ccc(OC)cc21.COc1ccc2c(c1)C(C)(CCCCCl)C(=O)CC2,CCC1(CCCCCl)C(=O)CCc2ccc(OC)cc21,4.0,26.3
CC1(CCCCCBr)C(=O)CCc2ccccc21,CC12CCCCCC(Cc3ccccc31)C2=O,4.1,17.1
BrCCCCCBr.COc1ccc2c(c1)C(C)C(=O)CC2,COc1ccc2c(c1)C1(C)CCCCCC(C2)C1=O,4.1,26.3
COc1ccc2c(c1)CCC(=O)C2(C)CCCCCl,COc1ccc2c(c1)CC1CCCCC2(C)C1=O,3.6,26.3
COc1cccc2c1CCC(=O)C2(C)CCCCCl,COc1cccc2c1CC1CCCCC2(C)C1=O,3.6,26.3
CCC1(CCCCCl)C(=O)CCc2ccc(OC)cc21,CCC12CCCCC(Cc3ccc(OC)cc31)C2=O,3.9,26.3
